State,Language,Minutes,Month,Year
Los Angeles,Cantonese,9,4,2016
Los Angeles,Spanish,22,4,2016
Los Angeles,Spanish,8,4,2016
Los Angeles,Spanish,2,4,2016
Los Angeles,Armenian,14,4,2016
Los Angeles,Spanish,13,4,2016
Los Angeles,Armenian,7,4,2016
Los Angeles,Spanish,7,4,2016
Los Angeles,Spanish,4,4,2016
Los Angeles,Spanish,12,4,2016
Los Angeles,Spanish,6,4,2016
Los Angeles,Spanish,5,4,2016
Los Angeles,Spanish,4,4,2016
Los Angeles,Cantonese,3,4,2016
Los Angeles,Spanish,8,4,2016
Los Angeles,Spanish,0,4,2016
Los Angeles,Korean,16,4,2016
Los Angeles,Spanish,1,4,2016
Los Angeles,Spanish,1,4,2016
Los Angeles,Spanish,18,4,2016
Los Angeles,Korean,4,4,2016
Los Angeles,Spanish,7,4,2016
Los Angeles,Spanish,17,4,2016
Los Angeles,Spanish,21,4,2016
Los Angeles,Spanish,10,4,2016
Los Angeles,Spanish,9,4,2016
Los Angeles,Spanish,12,4,2016
Los Angeles,Spanish,4,4,2016
Los Angeles,Armenian,4,4,2016
Los Angeles,Spanish,4,4,2016
Los Angeles,Spanish,15,4,2016
Los Angeles,Spanish,3,4,2016
Los Angeles,Spanish,5,4,2016
Los Angeles,Spanish,5,4,2016
Los Angeles,Spanish,3,4,2016
Los Angeles,Spanish,10,4,2016
Los Angeles,Spanish,5,4,2016
Los Angeles,Spanish,12,4,2016
Los Angeles,Spanish,11,4,2016
Los Angeles,Spanish,4,4,2016
Los Angeles,Spanish,10,4,2016
Los Angeles,Armenian,10,4,2016
Los Angeles,Spanish,6,4,2016
Los Angeles,Spanish,5,4,2016
Los Angeles,Spanish,13,4,2016
Los Angeles,Cantonese,6,4,2016
Los Angeles,Korean,11,4,2016
Los Angeles,Spanish,0,4,2016
Los Angeles,Spanish,5,4,2016
Los Angeles,Spanish,20,4,2016
Los Angeles,Spanish,29,4,2016
Los Angeles,Korean,18,4,2016
Los Angeles,Spanish,17,4,2016
Los Angeles,Spanish,19,4,2016
Los Angeles,Spanish,42,4,2016
Los Angeles,Russian,5,4,2016
Los Angeles,Spanish,7,4,2016
Los Angeles,Spanish,15,4,2016
Los Angeles,Spanish,10,4,2016
Los Angeles,Arabic,6,4,2016
Los Angeles,Korean,11,4,2016
Los Angeles,Spanish,7,4,2016
Los Angeles,Spanish,7,4,2016
Los Angeles,Spanish,23,4,2016
Los Angeles,Spanish,1,4,2016
Los Angeles,Spanish,4,4,2016
Los Angeles,Spanish,13,4,2016
Los Angeles,Spanish,11,4,2016
Los Angeles,Mandarin,9,4,2016
Los Angeles,Spanish,21,4,2016
Los Angeles,Mandarin,5,4,2016
Los Angeles,Spanish,4,4,2016
Los Angeles,Spanish,9,4,2016
Las Vegas,Spanish,50,4,2016
Los Angeles,Spanish,5,4,2016
Los Angeles,Spanish,5,4,2016
Los Angeles,Spanish,6,4,2016
Los Angeles,Spanish,4,4,2016
Los Angeles,Spanish,4,4,2016
Los Angeles,Spanish,5,4,2016
Los Angeles,Spanish,7,4,2016
Los Angeles,Spanish,10,4,2016
Los Angeles,Korean,12,4,2016
Los Angeles,Korean,7,4,2016
Los Angeles,Spanish,4,4,2016
Los Angeles,Armenian,7,4,2016
Los Angeles,Spanish,4,4,2016
Los Angeles,Spanish,5,4,2016
Los Angeles,Spanish,29,4,2016
Los Angeles,Armenian,4,4,2016
Los Angeles,Armenian,83,4,2016
Los Angeles,Spanish,5,4,2016
Los Angeles,Spanish,7,4,2016
Los Angeles,Spanish,42,4,2016
Los Angeles,Spanish,6,4,2016
Dallas,Spanish,10,4,2016
Manchester,Spanish,7,4,2016
Boston,Spanish,10,4,2016
Manchester,Bosnian,12,4,2016
Sacramento,Spanish,19,4,2016
Miami,Spanish,10,4,2016
Miami,Spanish,4,4,2016
Miami,Spanish,4,4,2016
Miami,Spanish,6,4,2016
Miami,Spanish,8,4,2016
Miami,Spanish,15,4,2016
Miami,Spanish,22,4,2016
Miami,Spanish,8,4,2016
Miami,Spanish,9,4,2016
Miami,Spanish,65,4,2016
Miami,Spanish,5,4,2016
Miami,Spanish,4,4,2016
Miami,Spanish,5,4,2016
Miami,Haitian Creole,4,4,2016
Miami,Haitian Creole,6,4,2016
Miami,Spanish,6,4,2016
Miami,Spanish,9,4,2016
Miami,Haitian Creole,4,4,2016
Miami,Haitian Creole,12,4,2016
Miami,Spanish,7,4,2016
Miami,Spanish,8,4,2016
Miami,Spanish,4,4,2016
Miami,Spanish,4,4,2016
Orlando,Spanish,5,4,2016
Miami,Spanish,3,4,2016
Miami,Haitian Creole,6,4,2016
Sacramento,Cambodian,13,4,2016
Sacramento,Urdu,7,4,2016
Sacramento,Spanish,9,4,2016
Sacramento,Lao,18,4,2016
Sacramento,Spanish,10,4,2016
Sacramento,Spanish,13,4,2016
Sacramento,Spanish,6,4,2016
Sacramento,Punjabi,13,4,2016
Sacramento,Spanish,11,4,2016
Sacramento,Spanish,11,4,2016
New Haven,Spanish,23,4,2016
New Haven,Spanish,19,4,2016
New Haven,Spanish,15,4,2016
New Haven,Spanish,11,4,2016
New Haven,Spanish,22,4,2016
New Haven,Spanish,8,4,2016
New Haven,Spanish,53,4,2016
New Haven,Spanish,10,4,2016
New Haven,Polish,12,4,2016
New Haven,Spanish,11,4,2016
New Haven,Spanish,9,4,2016
New Haven,Korean,5,4,2016
New Haven,Laotian,9,4,2016
New Haven,Spanish,1,4,2016
New Haven,Spanish,6,4,2016
New Haven,Spanish,6,4,2016
New Haven,Spanish,21,4,2016
New Haven,Spanish,8,4,2016
Newark,Spanish,10,4,2016
Newark,Turkish,8,4,2016
Newark,Korean,6,4,2016
Newark,Spanish,6,4,2016
Newark,Spanish,8,4,2016
Newark,Haitian Creole,9,4,2016
Newark,Spanish,8,4,2016
Newark,Spanish,18,4,2016
Newark,Korean,5,4,2016
Newark,Vietnamese,6,4,2016
Newark,Turkish,5,4,2016
Newark,Spanish,10,4,2016
Newark,Spanish,5,4,2016
Newark,Spanish,7,4,2016
Newark,Spanish,7,4,2016
Newark,Korean,4,4,2016
Newark,Spanish,11,4,2016
Newark,Polish,11,4,2016
Newark,Spanish,6,4,2016
Newark,Tagalog,9,4,2016
Newark,Spanish,17,4,2016
Newark,Spanish,20,4,2016
Newark,Spanish,24,4,2016
Newark,Portuguese,8,4,2016
Newark,Toisan,34,4,2016
Newark,Spanish,12,4,2016
"Portland, OR",Spanish,19,4,2016
Newark,Spanish,22,4,2016
Newark,Spanish,25,4,2016
Newark,Spanish,1,4,2016
Newark,Italian,8,4,2016
Newark,Spanish,10,4,2016
Newark,Spanish,3,4,2016
New York,Spanish,17,4,2016
New York,Japanese,5,4,2016
New York,Japanese,15,4,2016
New York,Spanish,5,4,2016
New York,Spanish,8,4,2016
New York,Spanish,26,4,2016
New York,Spanish,10,4,2016
New York,Spanish,18,4,2016
New York,Spanish,11,4,2016
New York,Spanish,31,4,2016
New York,Spanish,14,4,2016
New York,Spanish,14,4,2016
New York,Spanish,9,4,2016
New York,Spanish,8,4,2016
New York,Spanish,7,4,2016
New York,Spanish,8,4,2016
New York,Korean,8,4,2016
New York,Spanish,5,4,2016
New York,Wolof,8,4,2016
New York,Spanish,5,4,2016
New York,Spanish,5,4,2016
New York,Spanish,8,4,2016
New York,Spanish,3,4,2016
Central Islip,French,1,4,2016
Central Islip,Spanish,8,4,2016
New York,Spanish,12,4,2016
New York,Spanish,1,4,2016
New York,Spanish,6,4,2016
New York,Spanish,13,4,2016
New York,Amharic,7,4,2016
New York,Spanish,6,4,2016
New York,Spanish,17,4,2016
Newark,Spanish,8,4,2016
Newark,Spanish,25,4,2016
Newark,Spanish,4,4,2016
Newark,Spanish,7,4,2016
Newark,Spanish,6,4,2016
Newark,Spanish,4,4,2016
Newark,Spanish,4,4,2016
Newark,Spanish,4,4,2016
Newark,Spanish,14,4,2016
Newark,Spanish,8,4,2016
Newark,Korean,5,4,2016
Newark,Spanish,10,4,2016
Newark,Spanish,4,4,2016
Newark,Spanish,5,4,2016
Newark,Spanish,6,4,2016
Newark,Spanish,8,4,2016
Newark,Spanish,5,4,2016
Newark,Korean,23,4,2016
Newark,Spanish,7,4,2016
Newark,Spanish,7,4,2016
Newark,Spanish,7,4,2016
Newark,Spanish,22,4,2016
Newark,Portuguese,5,4,2016
Newark,Spanish,7,4,2016
Newark,Korean,12,4,2016
Newark,Spanish,5,4,2016
Newark,Korean,10,4,2016
Newark,Spanish,3,4,2016
Newark,Spanish,11,4,2016
Newark,Korean,7,4,2016
Newark,Spanish,4,4,2016
Newark,Spanish,19,4,2016
Newark,Spanish,5,4,2016
Newark,Turkish,7,4,2016
Newark,Spanish,4,4,2016
Newark,Spanish,11,4,2016
Newark,Spanish,4,4,2016
Newark,Spanish,10,4,2016
Newark,Spanish,7,4,2016
Newark,Spanish,6,4,2016
Newark,Spanish,5,4,2016
Newark,Spanish,21,4,2016
Newark,Korean,7,4,2016
Newark,Spanish,6,4,2016
Newark,Spanish,10,4,2016
Newark,Spanish,8,4,2016
Newark,Polish,6,4,2016
Norfolk,Vietnamese,8,4,2016
Norfolk,Spanish,12,4,2016
Oakland,Korean,18,4,2016
Oakland,Cantonese,8,4,2016
Oakland,Spanish,8,4,2016
Oakland,Spanish,6,4,2016
Oakland,Spanish,8,4,2016
Oakland,Spanish,5,4,2016
Oakland,Spanish,3,4,2016
Oakland,Spanish,6,4,2016
Salt Lake City,Spanish,15,4,2016
Salt Lake City,Spanish,6,4,2016
Oklahoma City,Spanish,11,4,2016
Oklahoma City,Lao,7,4,2016
Oakland,Spanish,8,4,2016
Orlando,Spanish,9,4,2016
Orlando,Spanish,9,4,2016
Orlando,Spanish,6,4,2016
Orlando,Spanish,4,4,2016
Orlando,Haitian Creole,6,4,2016
Orlando,Spanish,7,4,2016
Orlando,Spanish,10,4,2016
Orlando,Spanish,9,4,2016
Orlando,Spanish,5,4,2016
Orlando,Spanish,7,4,2016
Orlando,Spanish,11,4,2016
Orlando,Spanish,5,4,2016
Orlando,Spanish,8,4,2016
Orlando,Spanish,8,4,2016
Orlando,Spanish,7,4,2016
Orlando,Spanish,9,4,2016
Orlando,French,5,4,2016
Orlando,Portuguese,1,4,2016
Orlando,Portuguese,110,4,2016
Orlando,Spanish,29,4,2016
Orlando,Spanish,8,4,2016
Orlando,Spanish,7,4,2016
Orlando,Spanish,8,4,2016
Orlando,Spanish,4,4,2016
Orlando,Spanish,9,4,2016
Orlando,Spanish,7,4,2016
Philadelphia,Urdu,9,4,2016
Philadelphia,Spanish,20,4,2016
Philadelphia,Korean,28,4,2016
Philadelphia,Polish,15,4,2016
Philadelphia,Spanish,7,4,2016
Philadelphia,Spanish,6,4,2016
Philadelphia,Spanish,7,4,2016
Philadelphia,Spanish,12,4,2016
Philadelphia,Spanish,19,4,2016
Philadelphia,Spanish,8,4,2016
Philadelphia,Cantonese,23,4,2016
Philadelphia,Spanish,8,4,2016
Philadelphia,Spanish,23,4,2016
Philadelphia,Vietnamese,24,4,2016
Phoenix,Vietnamese,11,4,2016
Phoenix,Spanish,10,4,2016
Phoenix,Spanish,10,4,2016
Phoenix,Spanish,2,4,2016
Phoenix,Spanish,12,4,2016
Phoenix,Korean,15,4,2016
Phoenix,Spanish,16,4,2016
Phoenix,Spanish,5,4,2016
Phoenix,Spanish,8,4,2016
Phoenix,Spanish,4,4,2016
Phoenix,Bulgarian,2,4,2016
Phoenix,Spanish,9,4,2016
Phoenix,Spanish,6,4,2016
Phoenix,Spanish,6,4,2016
Phoenix,Spanish,17,4,2016
Phoenix,Spanish,10,4,2016
Dallas,Spanish,52,4,2016
BOISE,Spanish,11,4,2016
"Portland, OR",Cantonese,0,4,2016
"Portland, OR",Vietnamese,11,4,2016
"Portland, OR",Spanish,31,4,2016
"Portland, OR",Spanish,13,4,2016
"Portland, OR",Spanish,12,4,2016
"Portland, OR",Vietnamese,16,4,2016
"Portland, OR",Spanish,4,4,2016
"Portland, OR",Spanish,20,4,2016
"Portland, OR",Spanish,11,4,2016
"Portland, OR",Spanish,13,4,2016
"Portland, OR",Spanish,24,4,2016
"Portland, OR",Spanish,27,4,2016
Providence,Spanish,7,4,2016
Providence,Spanish,3,4,2016
Providence,Spanish,17,4,2016
Providence,Spanish,14,4,2016
Providence,Spanish,19,4,2016
Providence,Spanish,8,4,2016
Providence,Spanish,16,4,2016
Providence,Spanish,13,4,2016
Providence,Spanish,12,4,2016
Providence,Spanish,17,4,2016
Providence,Spanish,10,4,2016
Providence,Spanish,11,4,2016
Providence,Spanish,9,4,2016
Providence,Spanish,6,4,2016
Providence,Spanish,6,4,2016
Salt Lake City,Farsi,8,4,2016
Salt Lake City,Spanish,7,4,2016
Reno,Spanish,2,4,2016
Reno,Spanish,6,4,2016
Riverside,Korean,8,4,2016
Riverside,Spanish,6,4,2016
Riverside,Spanish,15,4,2016
Riverside,Spanish,4,4,2016
Riverside,Spanish,5,4,2016
Riverside,Spanish,5,4,2016
Riverside,Spanish,6,4,2016
Riverside,Spanish,9,4,2016
Riverside,Spanish,10,4,2016
Riverside,Spanish,10,4,2016
Riverside,Spanish,9,4,2016
Riverside,Spanish,5,4,2016
Riverside,Spanish,0,4,2016
Riverside,Spanish,5,4,2016
Riverside,Spanish,14,4,2016
Riverside,Spanish,10,4,2016
Riverside,Spanish,4,4,2016
Riverside,Spanish,4,4,2016
Riverside,Spanish,11,4,2016
Riverside,Spanish,10,4,2016
Riverside,Spanish,7,4,2016
Riverside,Spanish,11,4,2016
Riverside,Spanish,7,4,2016
Riverside,Spanish,6,4,2016
Riverside,Spanish,9,4,2016
Riverside,Spanish,23,4,2016
Riverside,Spanish,12,4,2016
Riverside,Spanish,49,4,2016
Riverside,Spanish,5,4,2016
Riverside,Spanish,8,4,2016
Riverside,Spanish,7,4,2016
Riverside,Spanish,5,4,2016
Riverside,Spanish,7,4,2016
Riverside,Spanish,14,4,2016
Riverside,Spanish,7,4,2016
Riverside,Spanish,5,4,2016
Riverside,Spanish,1,4,2016
Riverside,Spanish,5,4,2016
Riverside,Spanish,11,4,2016
Riverside,Spanish,3,4,2016
Riverside,Spanish,4,4,2016
Riverside,Spanish,5,4,2016
Riverside,Spanish,4,4,2016
Riverside,Spanish,5,4,2016
Riverside,Spanish,6,4,2016
Riverside,Spanish,3,4,2016
Riverside,Spanish,17,4,2016
Riverside,Spanish,0,4,2016
Riverside,Spanish,22,4,2016
Riverside,Spanish,8,4,2016
Riverside,Spanish,8,4,2016
Riverside,Spanish,6,4,2016
Riverside,Spanish,7,4,2016
Riverside,Spanish,9,4,2016
Riverside,Spanish,14,4,2016
Riverside,Spanish,3,4,2016
Riverside,Spanish,6,4,2016
Riverside,Spanish,6,4,2016
Riverside,Spanish,15,4,2016
Riverside,Spanish,17,4,2016
Riverside,Spanish,5,4,2016
Riverside,Spanish,4,4,2016
Riverside,Spanish,7,4,2016
Riverside,Spanish,6,4,2016
Riverside,Spanish,8,4,2016
Riverside,Spanish,1,4,2016
Riverside,Spanish,10,4,2016
Riverside,Spanish,5,4,2016
Riverside,Korean,13,4,2016
Riverside,Spanish,4,4,2016
Riverside,Spanish,4,4,2016
Riverside,Spanish,5,4,2016
Riverside,Spanish,5,4,2016
Riverside,Spanish,13,4,2016
Riverside,Spanish,9,4,2016
Riverside,Spanish,5,4,2016
Riverside,Spanish,6,4,2016
Riverside,Spanish,6,4,2016
Riverside,Spanish,9,4,2016
Riverside,Spanish,8,4,2016
Riverside,Spanish,6,4,2016
Riverside,Spanish,8,4,2016
Riverside,Spanish,7,4,2016
Riverside,Spanish,8,4,2016
Riverside,Spanish,6,4,2016
Riverside,Spanish,1,4,2016
Riverside,Spanish,6,4,2016
Rochester,Ukrainian,35,4,2016
Rochester,Spanish,26,4,2016
Sacramento,Visaya,7,4,2016
Sacramento,Spanish,8,4,2016
Sacramento,Spanish,4,4,2016
Sacramento,Spanish,5,4,2016
Sacramento,Spanish,0,4,2016
Sacramento,Punjabi,8,4,2016
Sacramento,Spanish,3,4,2016
Sacramento,Spanish,1,4,2016
Sacramento,Spanish,7,4,2016
Sacramento,Spanish,6,4,2016
Sacramento,Spanish,6,4,2016
Sacramento,Hindi,6,4,2016
Sacramento,Spanish,21,4,2016
Sacramento,Spanish,11,4,2016
Sacramento,Punjabi,7,4,2016
Sacramento,Spanish,3,4,2016
Sacramento,Spanish,5,4,2016
Sacramento,Spanish,7,4,2016
Sacramento,Russian,7,4,2016
Sacramento,Spanish,9,4,2016
Sacramento,Spanish,7,4,2016
Sacramento,Spanish,8,4,2016
Sacramento,Spanish,10,4,2016
Sacramento,Spanish,24,4,2016
Sacramento,Spanish,6,4,2016
Sacramento,Vietnamese,6,4,2016
Eugene,Spanish,16,4,2016
Eugene,Spanish,12,4,2016
Eugene,Spanish,19,4,2016
Eugene,Spanish,12,4,2016
Eugene,Spanish,7,4,2016
Eugene,Spanish,21,4,2016
Eugene,Spanish,14,4,2016
Eugene,Spanish,14,4,2016
Eugene,Spanish,23,4,2016
Eugene,Spanish,6,4,2016
Eugene,Spanish,14,4,2016
Salt Lake City,Vietnamese,8,4,2016
Salt Lake City,Spanish,13,4,2016
Salt Lake City,Spanish,16,4,2016
Salt Lake City,Lao,12,4,2016
Salt Lake City,Spanish,8,4,2016
Salt Lake City,Spanish,7,4,2016
Salt Lake City,Spanish,12,4,2016
Salt Lake City,Spanish,11,4,2016
Salt Lake City,Spanish,9,4,2016
San Diego,Spanish,7,4,2016
San Diego,Spanish,9,4,2016
San Diego,Spanish,13,4,2016
San Diego,Spanish,0,4,2016
San Diego,Spanish,8,4,2016
San Diego,Spanish,11,4,2016
San Diego,Spanish,8,4,2016
San Diego,Spanish,4,4,2016
San Diego,Spanish,8,4,2016
San Diego,Spanish,5,4,2016
San Diego,Spanish,7,4,2016
San Diego,Spanish,19,4,2016
San Diego,Spanish,33,4,2016
San Diego,Spanish,21,4,2016
San Diego,Spanish,22,4,2016
San Diego,Spanish,7,4,2016
San Diego,Spanish,4,4,2016
San Diego,Spanish,15,4,2016
San Diego,Spanish,18,4,2016
San Diego,Spanish,5,4,2016
San Diego,Spanish,6,4,2016
San Diego,Spanish,14,4,2016
San Diego,Spanish,8,4,2016
San Diego,Spanish,17,4,2016
San Diego,Spanish,34,4,2016
San Diego,Spanish,7,4,2016
San Diego,Spanish,7,4,2016
San Diego,Spanish,1,4,2016
San Diego,Spanish,6,4,2016
San Diego,Spanish,4,4,2016
San Diego,Spanish,9,4,2016
San Francisco,Spanish,7,4,2016
San Francisco,Spanish,17,4,2016
San Francisco,Tagalog,8,4,2016
San Francisco,Spanish,5,4,2016
San Francisco,Spanish,5,4,2016
San Francisco,Spanish,7,4,2016
San Francisco,Spanish,2,4,2016
San Francisco,Spanish,7,4,2016
San Francisco,Spanish,19,4,2016
San Francisco,Spanish,6,4,2016
San Francisco,Korean,9,4,2016
San Francisco,Cantonese,7,4,2016
San Francisco,Spanish,6,4,2016
San Francisco,Spanish,8,4,2016
San Francisco,Spanish,9,4,2016
San Francisco,Spanish,1,4,2016
San Francisco,Spanish,17,4,2016
San Jose,Korean,9,4,2016
San Jose,Spanish,14,4,2016
San Jose,Vietnamese,24,4,2016
San Jose,Vietnamese,8,4,2016
San Jose,Spanish,22,4,2016
San Jose,Spanish,8,4,2016
San Jose,Korean,51,4,2016
San Jose,Spanish,7,4,2016
Santa Ana,Spanish,15,4,2016
Santa Ana,Spanish,10,4,2016
Santa Ana,Spanish,18,4,2016
Santa Ana,Spanish,3,4,2016
Santa Ana,Thai,4,4,2016
Santa Ana,Spanish,4,4,2016
Santa Ana,Spanish,4,4,2016
Santa Ana,Spanish,5,4,2016
Santa Ana,Spanish,6,4,2016
Santa Ana,Spanish,5,4,2016
Santa Ana,Spanish,3,4,2016
Santa Ana,Vietnamese,5,4,2016
Santa Ana,Vietnamese,5,4,2016
Santa Ana,Spanish,4,4,2016
Santa Ana,Korean,6,4,2016
Santa Ana,Spanish,8,4,2016
Santa Ana,Vietnamese,15,4,2016
Santa Ana,Spanish,7,4,2016
Santa Ana,Spanish,14,4,2016
Santa Ana,Spanish,5,4,2016
Santa Ana,Spanish,8,4,2016
Santa Ana,Vietnamese,4,4,2016
Santa Ana,Korean,18,4,2016
Santa Ana,Spanish,10,4,2016
Santa Ana,Spanish,4,4,2016
Santa Ana,Spanish,2,4,2016
Santa Ana,Spanish,6,4,2016
Santa Ana,Spanish,7,4,2016
Santa Ana,Vietnamese,11,4,2016
Santa Ana,Spanish,10,4,2016
Santa Ana,Korean,6,4,2016
Santa Ana,Spanish,6,4,2016
Santa Ana,Spanish,13,4,2016
Santa Ana,Mandarin,38,4,2016
Santa Ana,Spanish,18,4,2016
Santa Ana,Spanish,33,4,2016
Los Angeles,Spanish,5,4,2016
Los Angeles,Spanish,6,4,2016
Los Angeles,Spanish,7,4,2016
Los Angeles,Spanish,7,4,2016
Los Angeles,Spanish,9,4,2016
Los Angeles,Spanish,5,4,2016
Los Angeles,Spanish,7,4,2016
Los Angeles,Spanish,4,4,2016
Los Angeles,Spanish,8,4,2016
Los Angeles,Spanish,21,4,2016
Los Angeles,Spanish,5,4,2016
Los Angeles,Spanish,6,4,2016
Los Angeles,Spanish,24,4,2016
Los Angeles,Spanish,6,4,2016
San Jose,Spanish,9,4,2016
San Francisco,Spanish,4,4,2016
Seattle,Spanish,17,4,2016
Seattle,Vietnamese,5,4,2016
Seattle,Russian,17,4,2016
Seattle,Spanish,3,4,2016
Seattle,Spanish,7,4,2016
Seattle,Spanish,1,4,2016
Seattle,Spanish,34,4,2016
Seattle,Vietnamese,25,4,2016
Seattle,Russian,11,4,2016
Seattle,Korean,6,4,2016
Seattle,Mandarin,40,4,2016
Seattle,Russian,17,4,2016
Seattle,Spanish,20,4,2016
Seattle,Spanish,6,4,2016
Seattle,Russian,9,4,2016
Seattle,Spanish,7,4,2016
Seattle,Tagalog,8,4,2016
Seattle,Spanish,11,4,2016
Seattle,Tagalog,8,4,2016
Seattle,Polish,9,4,2016
Worcester,Spanish,8,4,2016
Worcester,Spanish,7,4,2016
Worcester,Spanish,7,4,2016
Worcester,Spanish,11,4,2016
Worcester,Spanish,10,4,2016
Seattle,Spanish,6,4,2016
Seattle,Spanish,6,4,2016
Tampa,Spanish,20,4,2016
Tampa,Spanish,1,4,2016
Tampa,Spanish,11,4,2016
Tampa,Russian,1,4,2016
Tampa,Russian,13,4,2016
Tampa,Russian,10,4,2016
Tampa,Vietnamese,8,4,2016
Tampa,Spanish,20,4,2016
Tampa,Vietnamese,1,4,2016
Tampa,Vietnamese,1,4,2016
Tampa,Spanish,6,4,2016
Tampa,Spanish,10,4,2016
Tampa,Spanish,12,4,2016
Tampa,Spanish,18,4,2016
Tampa,Spanish,14,4,2016
Tampa,Spanish,8,4,2016
Tampa,Spanish,23,4,2016
Tampa,Spanish,6,4,2016
Tampa,Spanish,16,4,2016
Tampa,Spanish,14,4,2016
Tampa,Spanish,13,4,2016
Tampa,Spanish,16,4,2016
Tampa,Spanish,11,4,2016
Tampa,Vietnamese,11,4,2016
Tampa,Spanish,10,4,2016
Tampa,Spanish,8,4,2016
Tampa,Spanish,6,4,2016
Tampa,Spanish,6,4,2016
Tampa,Spanish,10,4,2016
Tampa,Spanish,1,4,2016
Tampa,Spanish,4,4,2016
Tampa,Spanish,2,4,2016
Tampa,Spanish,9,4,2016
Tampa,Spanish,17,4,2016
Tampa,Spanish,6,4,2016
Tampa,Vietnamese,9,4,2016
Tampa,Spanish,6,4,2016
Tampa,Spanish,11,4,2016
Tampa,Spanish,15,4,2016
Newark,Spanish,8,4,2016
Newark,Spanish,18,4,2016
Newark,Spanish,6,4,2016
Newark,Spanish,4,4,2016
Newark,Spanish,3,4,2016
Newark,Spanish,3,4,2016
Newark,Spanish,8,4,2016
Newark,Spanish,10,4,2016
Phoenix,Spanish,9,4,2016
Phoenix,Spanish,6,4,2016
Phoenix,Spanish,7,4,2016
Seattle,Spanish,5,4,2016
Seattle,Spanish,14,4,2016
Seattle,Russian,13,4,2016
Seattle,Spanish,4,4,2016
Seattle,Vietnamese,6,4,2016
Seattle,Korean,7,4,2016
Seattle,Spanish,5,4,2016
Alexandria,Korean,6,4,2016
West Palm Beach,Spanish,21,4,2016
West Palm Beach,Russian,9,4,2016
West Palm Beach,Spanish,10,4,2016
West Palm Beach,Spanish,11,4,2016
West Palm Beach,Spanish,6,4,2016
West Palm Beach,Haitian Creole,9,4,2016
West Palm Beach,Spanish,6,4,2016
West Palm Beach,Spanish,4,4,2016
West Palm Beach,Spanish,8,4,2016
New York,Spanish,1,4,2016
Wichita,Vietnamese,11,4,2016
Wilmington,Haitian Creole,12,4,2016
Wilmington,Greek,23,4,2016
Woodland Hills,Spanish,9,4,2016
Woodland Hills,Spanish,8,4,2016
Woodland Hills,Farsi,16,4,2016
Woodland Hills,Mandarin,6,4,2016
Woodland Hills,Spanish,8,4,2016
Woodland Hills,Armenian,8,4,2016
Woodland Hills,Spanish,6,4,2016
Woodland Hills,Spanish,7,4,2016
Woodland Hills,Spanish,10,4,2016
Woodland Hills,Korean,6,4,2016
Woodland Hills,Spanish,1,4,2016
Woodland Hills,Spanish,12,4,2016
Woodland Hills,Spanish,6,4,2016
Woodland Hills,Spanish,6,4,2016
Woodland Hills,Spanish,4,4,2016
Woodland Hills,Spanish,12,4,2016
Woodland Hills,Spanish,5,4,2016
Worcester,Spanish,4,4,2016
Worcester,Spanish,19,4,2016
Worcester,Spanish,14,4,2016
Worcester,Spanish,17,4,2016
Worcester,Spanish,18,4,2016
Chicago,Spanish,7,4,2017
Chicago,Spanish,12,4,2017
Chicago,Polish,7,4,2017
Chicago,Spanish,11,4,2017
Chicago,Hindi,7,4,2017
Chicago,Spanish,8,4,2017
Chicago,Arabic,6,4,2017
Chicago,Spanish,5,4,2017
Chicago,Arabic,6,4,2017
Chicago,Spanish,6,4,2017
Chicago,Spanish,4,4,2017
Chicago,Spanish,9,4,2017
Chicago,Spanish,58,4,2017
Chicago,Russian,30,4,2017
Chicago,Spanish,4,4,2017
Chicago,Spanish,4,4,2017
Chicago,Spanish,5,4,2017
Chicago,Spanish,8,4,2017
Chicago,Polish,16,4,2017
Chicago,Spanish,16,4,2017
Chicago,Spanish,10,4,2017
Chicago,Spanish,16,4,2017
Chicago,Spanish,16,4,2017
Chicago,Spanish,15,4,2017
Chicago,Spanish,9,4,2017
Chicago,Spanish,12,4,2017
Chicago,Spanish,10,4,2017
Chicago,Spanish,6,4,2017
Chicago,Spanish,24,4,2017
Chicago,Spanish,9,4,2017
Chicago,Polish,7,4,2017
Chicago,Spanish,37,4,2017
Chicago,Spanish,8,4,2017
Chicago,Spanish,6,4,2017
Chicago,Polish,20,4,2017
Chicago,Polish,11,4,2017
Chicago,Spanish,4,4,2017
Chicago,Spanish,3,4,2017
Chicago,Spanish,12,4,2017
Chicago,Spanish,6,4,2017
Columbus,Fulani,4,4,2017
Columbus,Fulani,30,4,2017
Detroit,Bosnian,7,4,2017
Detroit,Arabic,8,4,2017
Detroit,Spanish,9,4,2017
Detroit,Arabic,1,4,2017
Detroit,Arabic,7,4,2017
Detroit,Arabic,5,4,2017
Detroit,Spanish,10,4,2017
Detroit,Chaldean,6,4,2017
Detroit,Arabic,10,4,2017
Detroit,Spanish,8,4,2017
El Paso,Spanish,10,4,2017
El Paso,Spanish,14,4,2017
El Paso,Spanish,15,4,2017
El Paso,Spanish,16,4,2017
El Paso,Spanish,19,4,2017
El Paso,Spanish,13,4,2017
El Paso,Spanish,15,4,2017
El Paso,Spanish,24,4,2017
El Paso,Spanish,9,4,2017
El Paso,Spanish,8,4,2017
El Paso,Spanish,1,4,2017
El Paso,Spanish,20,4,2017
El Paso,Spanish,11,4,2017
